Title,Lead Paragraph,URL,Date Published,Companies,Topics,Business Events,Themes,Custom Topics,Industries,Type of Source,Type of Content,Sources,Locations,Content Languages,UUID,Image URL
Noah Phillips Interviewed for Goldman Sachs Research’s “Top of Mind” Report,"Cravath partner Noah Joshua Phillips, Co‑Chair of the Firm’s Antitrust Practice, was interviewed by Goldman Sachs Research for the November 25, 2024 issue of its “Top of Mind” report. The “Top of Mind” report discusses macro developments that are top of mind for investors, executives and policymakers.",https://www.cravath.com/news/noah-phillips-interviewed-for-goldman-sachs-researchs-top-of-mind-report.html,2024-12-02,"Cravath, Swaine & Moore LLP | Goldman Sachs",Regulatory and Legal | Negative News,Regulatory Actions/ Probes | Negative News,,Regulatory Probe/Action (None) | Regulatory and Legal Impact (None) | Legal Action (None) | International (None),Investment Banking & Brokerage,Company Websites,Press Releases,Cravath,,English,1-82-241203-106105878,https://www.cravath.com/a/web/3hhomykF51dFSkiGvBJ8Hz/9HR4U7/sm-tom.jpg
Philippe Gallone Joins Goldman Sachs as Partner and Head of Healthcare Investment Banking in EMEA,"NEW YORK, Dec 2, 2024 – The Goldman Sachs Group, Inc. (NYSE:GS) today announced the appointment of Philippe Gallone as Head of Healthcare Investment Banking in EMEA within Global Banking & Markets (GBM). In his role, Philippe will work closely with leadership to further strengthen client relationships and drive growth across the EMEA healthcare franchise.",https://www.goldmansachs.com/pressroom/press-releases/2024/philippe-gallone-joins-gs-as-partner-and-head-of-healthcare-investment-banking-in-emea,2024-12-02,Goldman Sachs | Goldman Sachs Japan,Management Changes,Management/ Leadership Changes,,Executive Changes (None) | Key Personnel (None) | International (None),Investment Banking & Brokerage | Health Care Services and Facilities | Banks,Company Websites,Press Releases,Goldman Sachs Japan,United States | United Kingdom,English,1-82-241202-105669224,https://www.goldmansachs.com/images/defaults/3x2.jpg
Goldman Sachs trading excluding dividends today (Finwire),[Translated] Goldman Sachs Group is trading excluding dividends today (Finwire) Goldman is traded exclusive of dividend rights at $3.00 a share. The Commission has also launched a new initiative to promote the use of the Internet in the provision of information on the European Union's external borders.,https://www.placera.se/placera/telegram/2024/12/02/goldman-sachs-group-goldman-sachs-handlas-exklusive-utdelning-i-dag.html,2024-12-02,European Union | Goldman Sachs | Goldman Sachs Group Inc,Financial Results | New Offerings | Regulatory and Legal,Financial Performance | New Product/Service Launches,,New Offerings (None) | Regulatory Probe/Action (None) | Earnings (None) | Business Updates (None) | Product Launch (None) | International (None) | Financial and Business Performance (None) | Regulatory and Legal Impact (None),Investment Banking & Brokerage,News Websites,News Articles,Placera,,svenska,1-82-241202-105633722,https://www.placera.se/jmvc/placera/images/logo-2.png
G Sachs: MEITUAN-W (03690.HK) 3Q24 Results Solid; Focus on Merchant Support Measures & Keeta Investments,"Goldman Sachs wrote in its report that MEITUAN-W (03690.HK) delivered solid 3Q24 results with turnover growing 22% YoY and EBIT surging 196% YoY. Its core local business adjusted EBIT reached RMB14.6 billion, surpassing both the broker's and the market's expectations of RMB13.6-13.9 billion.",http://www.aastocks.com/en/stocks/news/aafn-con/NOW.1401052/top-news/AAFN,2024-12-02,Goldman Sachs,Financial Results,Financial Performance,,Earnings (None) | Glade Brook (None) | Glade Brook (None) | Financial and Business Performance (None) | Financials (None) | International (None),Investment Banking & Brokerage,News Websites,News Articles,AAStocks,,English,1-82-241202-105391495,https://plib.aastocks.com/aafnnews/image/medialib/20230814114416699_m.jpg
"US Outlook 2025: New Policies, Similar Path","Our US economists in Goldman Sachs Research expect policy changes proposed by the incoming administration to not substantially alter the trajectory of the economy or monetary policy. They forecast GDP growth to beat expectations at 2.5% in 2025, and for rate cuts to continue through Q1 before the Fed slows the pace toward the end of the cutting cycle. Their 12-month recession probability remains low at 15%.",https://www.goldmansachs.com/insights/goldman-sachs-research/2025-us-economic-outlook-new-policies-similar-path,2024-12-02,Goldman Sachs | Goldman Sachs Japan,,,,Regulatory Probe/Action (None) | Regulatory and Legal Impact (None) | Legal Action (None) | International (None),Investment Banking & Brokerage,Company Websites,,Goldman Sachs Japan,United States,English,1-82-241202-105734308,https://www.goldmansachs.com/images/insights/goldman-sachs-research/2025-us-economic-outlook-new-policies-similar-path/USEconomic1x1.jpg
Yasuda on Tokenization,"Goldman Sachs is set to launch three tokenization projects by the end of 2024, marking a significant step into the blockchain and digital asset space. These initiatives aim to address growing interest among institutional clients and differentiate the bank’s offerings from market rivals.",https://bulletin.frictionless.markets/en/pressroom/yasuda-on-tokenization-2024-12-02,2024-12-02,Goldman Sachs | NoonSwap | Frictionless Markets S.à.r.l,Blockchain,,Fintech | Cryptocurrency | CBDC,New Offerings (None) | Business Updates (None) | Product Launch (None) | Products & Services (None) | International (None),Cryptocurrency Exchanges | Banks,Company Websites,Blogs,Frictionless Markets,United States,English,1-82-241203-105875198,https://bulletin.frictionless.markets/hubfs/Yasuda-Cartoonified.png
"Aion Partners teams with Goldman Sachs on $1.7B multifamily real estate 
venture",Aion is partnering with Vintage Strategies at Goldman Sachs Alternatives and an undisclosed global sovereign investor.,https://www.bizjournals.com/philadelphia/news/2024/12/02/aion-partners-goldman-sachs-workforce-housing.html,2024-12-02,Goldman Sachs | Vintage | Aion | AION Partners,Partnerships and Alliances,Partnerships and Alliances,,Strategic Partnerships (None) | Business Updates (None) | Partnerships (None) | International (None),Investment Banking & Brokerage | Real Estate,News Websites,News Articles,The Business Journals,,English,1-82-241203-105832104,
Form 424B2 - Prospectus [Rule 424(b)(2)],"Filed Pursuant to Rule 424(b)(2) Registration Statement No. 333-269296 GS Finance Corp. $285,000 Callable Nikkei 225-Linked Notes due 2029 guaranteed by The Goldman Sachs Group, Inc. The notes do not bear interest. The notes will mature on the stated maturity date (December 3, 2029), unless we redeem them.",https://www.advfn.com/stock-market/USOTC/GSCE/stock-news/95019758/form-424b2-prospectus-rule-424b2,2024-12-02,Goldman Sachs,Funding Activities,,,Capital Acquisition (None) | International (None),Investment Banking & Brokerage,News Websites,News Articles,ADVFN,,English,1-82-241203-105899826,https://www.advfn.com/common/images/company/DJI_DJI.png
Goldman Sachs (EPT) - Form 8.5 (EPT/RI) - LEARNING TECH,Goldman Sachs (EPT) - Form 8.5 (EPT/RI) - LEARNING TECH,https://polaris.brighterir.com/public/ltg/news/rns/story/rnjo8kx,2024-12-02,Goldman Sachs | Learning Technologies Group PLC,Procurement and Sales,,,Procurement and sales (None) | International (None),Investment Banking & Brokerage,Company Websites,Press Releases,Ltgplc,,English,1-82-241202-105538951,
"Reset, selecta","Presented by Goldman Sachs By MASON BOYCOTT-OWEN Good afternoon, Crunchers. This is Mason Boycott-Owen, here with all your weekend politics news ahead of Keir Starmer’s big speech that is definitely not a reset. WHAT YOU NEED TO KNOW Reset, selecta: With the new year rapidly approaching, Labour is getting its resolutions out of the way early with a big reset after a rocky first few months in government.",https://www.politico.eu/newsletter/sunday-crunch/reset-selecta/,2024-12-01,Goldman Sachs,Operational Challenges,,,Operational Challenges (None) | Petrochemicals (None) | Military Aviation (None) | International (None),Investment Banking & Brokerage,News Websites,News Articles,POLITICO Europe,,English,1-82-241202-105216431,https://www.politico.eu/wp-content/uploads/2021/10/15/Copy-of-SUNDAY-CRUNCH-1920x1080-1920x1080px-Customsize1-High-Quality.jpg
Investments: the keys that Goldman Sachs sees for 2025,"[Translated] Goldman Sachs, one of the most influential Wall Street investment banks globally, released its report Global Macro Outlook to 2025: Tailwinds (Probably) Outweigh Tariffs which provides a number of details on its view of global markets, highlighting 10 core investment themes on which its market views are based.",https://www.mdzol.com/dinero/2024/12/1/inversiones-las-claves-que-ve-goldman-sachs-para-2025-1170044.html,2024-12-01,Goldman Sachs,,,,International (None),Investment Banking & Brokerage | Banks,News Websites,News Articles,MDZ Online,United Kingdom | China | United States | Japan,español,1-82-241201-105062856,https://www.mdzol.com/u/fotografias/m/2021/10/15/f1280x720-1122621_1254296_5050.jpg
